UW Fixed Saver 43,CC,15 Northern,29.664,6.471,57.443,25.890,57.308,36.104,8.121
UW Fixed Saver 43,CC,16 Norweb,29.659,6.357,48.242,26.468,48.131,36.217,9.216
UW Fixed Saver 43,CC,17 Scottish Hydro,29.664,6.490,57.832,25.844,57.650,33.300,11.920
UW Fixed Saver 43,CC,18 Scottish Power,29.656,6.366,53.642,25.846,53.408,35.383,9.554
UW Fixed Saver 43,CC,19 Seeboard,29.707,6.421,45.842,27.139,45.751,39.571,6.181
UW Fixed Saver 43,CC,20 Southern,29.710,6.481,43.418,27.775,43.297,40.357,6.790
UW Fixed Saver 43,CC,21 Swalec,29.642,6.605,49.223,27.543,49.116,39.776,6.969
UW Fixed Saver 43,CC,22 Sweb,29.691,6.669,52.225,27.463,52.086,39.317,7.247
UW Fixed Saver 43,CC,23 Yorkshire,29.661,6.456,56.083,25.974,55.912,38.598,5.524
UW Fixed Saver 42,DD,10 Eastern,24.400,6.056,39.803,25.598,40.120,37.590,5.420
UW Fixed Saver 42,DD,11 East Midlands,24.444,5.958,40.507,25.063,40.231,36.949,5.287
UW Fixed Saver 42,DD,12 London,24.863,5.982,37.471,25.643,37.312,36.828,6.687
UW Fixed Saver 42,DD,13 Manweb,24.797,6.336,59.701,24.238,59.372,32.700,8.792
UW Fixed Saver 42,DD,14 Midlands,24.600,6.095,44.079,25.225,44.008,37.405,5.342
UW Fixed Saver 42,DD,15 Northern,24.652,6.159,50.458,24.664,50.084,34.367,7.754
UW Fixed Saver 42,DD,16 Norweb,24.666,6.045,42.340,25.242,42.038,34.480,8.849
UW Fixed Saver 42,DD,17 Scottish Hydro,24.671,6.178,51.447,24.618,52.213,31.563,11.553
UW Fixed Saver 42,DD,18 Scottish Power,24.696,6.054,47.285,24.620,48.037,33.646,9.187
UW Fixed Saver 42,DD,19 Seeboard,24.364,6.109,39.214,25.913,39.517,37.834,5.814
UW Fixed Saver 42,DD,20 Southern,24.293,6.169,36.452,26.549,36.624,38.620,6.423
UW Fixed Saver 42,DD,21 Swalec,24.726,6.293,42.795,26.317,42.270,38.039,6.602
UW Fixed Saver 42,DD,22 Sweb,24.378,6.357,45.156,26.237,45.607,37.580,6.880
UW Fixed Saver 42,DD,23 Yorkshire,24.638,6.144,49.318,24.748,49.072,36.861,5.157
UW Fixed Saver 42,CC,10 Eastern,29.913,6.406,46.023,26.952,46.004,39.527,5.805
UW Fixed Saver 42,CC,11 East Midlands,29.916,6.308,46.593,26.417,46.568,38.886,5.672
UW Fixed Saver 42,CC,12 London,29.905,6.332,42.891,26.997,42.875,38.765,7.072
UW Fixed Saver 42,CC,13 Manweb,29.911,6.686,66.363,25.592,66.316,34.637,9.177
UW Fixed Saver 42,CC,14 Midlands,29.913,6.445,50.201,26.579,50.171,39.342,5.727
UW Fixed Saver 42,CC,15 Northern,29.913,6.509,56.916,26.018,56.875,36.304,8.139
UW Fixed Saver 42,CC,16 Norweb,29.911,6.395,48.311,26.596,48.291,36.417,9.234
UW Fixed Saver 42,CC,17 Scottish Hydro,29.913,6.528,57.875,25.972,57.839,33.500,11.938
UW Fixed Saver 42,CC,18 Scottish Power,29.913,6.404,53.357,25.974,53.324,35.583,9.572
UW Fixed Saver 42,CC,19 Seeboard,29.913,6.459,45.431,27.267,45.415,39.771,6.199
UW Fixed Saver 42,CC,20 Southern,29.905,6.519,42.532,27.903,42.522,40.557,6.808
UW Fixed Saver 42,CC,21 Swalec,29.902,6.643,48.705,27.671,48.686,39.976,6.987
UW Fixed Saver 42,CC,22 Sweb,29.900,6.707,51.612,27.591,51.587,39.517,7.265
UW Fixed Saver 42,CC,23 Yorkshire,29.911,6.494,55.691,26.102,55.653,38.798,5.542
UW Fixed 43,DD,10 Eastern,28.314,6.382,43.717,27.113,44.034,39.739,5.730
UW Fixed 43,DD,11 East Midlands,28.358,6.167,44.421,26.085,44.145,38.494,5.543
UW Fixed 43,DD,12 London,28.777,6.219,41.385,26.728,41.226,38.390,7.004
UW Fixed 43,DD,13 Manweb,28.711,6.429,63.615,24.765,63.286,33.715,9.354
UW Fixed 43,DD,14 Midlands,28.514,6.385,47.993,26.574,47.921,39.332,5.619
UW Fixed 43,DD,15 Northern,28.566,6.447,54.372,26.004,53.998,36.168,8.165
UW Fixed 43,DD,16 Norweb,28.580,6.298,46.254,26.445,45.952,36.170,9.366
UW Fixed 43,DD,17 Scottish Hydro,28.585,6.076,55.361,24.316,56.127,31.428,11.919
UW Fixed 43,DD,18 Scottish Power,28.610,6.216,51.199,25.366,51.951,34.791,9.647
UW Fixed 43,DD,19 Seeboard,28.278,6.305,43.128,26.811,43.431,39.252,6.093
UW Fixed 43,DD,20 Southern,28.207,6.495,40.366,28.016,40.538,40.683,6.769
UW Fixed 43,DD,21 Swalec,28.640,6.533,46.709,27.451,46.184,39.701,6.930
UW Fixed 43,DD,22 Sweb,28.292,6.677,49.070,27.730,49.521,39.681,7.282
UW Fixed 43,DD,23 Yorkshire,28.552,6.376,53.232,25.847,52.986,38.530,5.422
UW Fixed 43,CC,10 Eastern,33.619,6.694,49.962,28.339,49.858,41.476,6.097
UW Fixed 43,CC,11 East Midlands,33.617,6.479,50.792,27.311,50.736,40.231,5.910
UW Fixed 43,CC,12 London,33.534,6.531,46.433,27.954,46.350,40.127,7.371
UW Fixed 43,CC,13 Manweb,33.553,6.741,70.073,25.991,69.879,35.452,9.721
UW Fixed 43,CC,14 Midlands,33.589,6.697,54.548,27.800,54.421,41.069,5.986
UW Fixed 43,CC,15 Northern,33.578,6.759,61.357,27.230,61.222,37.905,8.532
UW Fixed 43,CC,16 Norweb,33.573,6.610,52.156,27.671,52.045,37.907,9.733
UW Fixed 43,CC,17 Scottish Hydro,33.578,6.388,61.746,25.542,61.564,33.165,12.286
UW Fixed 43,CC,18 Scottish Power,33.570,6.528,57.556,26.592,57.322,36.528,10.014
UW Fixed 43,CC,19 Seeboard,33.621,6.617,49.756,28.037,49.665,40.989,6.460
UW Fixed 43,CC,20 Southern,33.624,6.807,47.332,29.242,47.211,42.420,7.136
UW Fixed 43,CC,21 Swalec,33.556,6.845,53.137,28.677,53.030,41.438,7.297
UW Fixed 43,CC,22 Sweb,33.605,6.989,56.139,28.956,56.000,41.418,7.649
UW Fixed 43,CC,23 Yorkshire,33.575,6.688,59.997,27.073,59.826,40.267,5.789
UW Fixed 47,DD,10 Eastern,28.314,5.866,43.717,24.912,44.034,37.173,5.730
UW Fixed 47,DD,11 East Midlands,28.358,5.712,44.421,24.125,44.145,36.169,5.543
UW Fixed 47,DD,12 London,28.777,5.737,41.385,24.707,41.226,36.004,7.004
UW Fixed 47,DD,13 Manweb,28.711,6.165,63.615,23.636,63.286,32.221,9.354
UW Fixed 47,DD,14 Midlands,28.514,5.870,47.993,24.380,47.921,36.773,5.619
UW Fixed 47,DD,15 Northern,28.566,5.934,54.372,23.817,53.998,33.616,8.165
UW Fixed 47,DD,16 Norweb,28.580,5.857,46.254,24.565,45.952,33.925,9.366
UW Fixed 47,DD,17 Scottish Hydro,28.585,5.837,55.361,23.245,56.127,29.992,11.919
UW Fixed 47,DD,18 Scottish Power,28.610,5.813,51.199,23.701,51.951,32.761,9.647
UW Fixed 47,DD,19 Seeboard,28.278,5.871,43.128,25.006,43.431,37.082,6.093
UW Fixed 47,DD,20 Southern,28.207,5.971,40.366,25.825,40.538,38.127,6.769
UW Fixed 47,DD,21 Swalec,28.640,6.067,46.709,25.468,46.184,37.353,6.930
UW Fixed 47,DD,22 Sweb,28.292,6.181,49.070,25.616,49.521,37.202,7.282
UW Fixed 47,DD,23 Yorkshire,28.552,5.912,53.232,23.869,52.986,36.187,5.422
UW Fixed 47,CC,10 Eastern,33.827,6.216,49.937,26.266,49.918,39.110,6.115
UW Fixed 47,CC,11 East Midlands,33.830,6.062,50.507,25.479,50.482,38.106,5.928
UW Fixed 47,CC,12 London,33.819,6.087,46.805,26.061,46.789,37.941,7.389
UW Fixed 47,CC,13 Manweb,33.825,6.515,70.277,24.990,70.230,34.158,9.739
UW Fixed 47,CC,14 Midlands,33.827,6.220,54.115,25.734,54.084,38.710,6.004
UW Fixed 47,CC,15 Northern,33.827,6.284,60.830,25.171,60.789,35.553,8.550
UW Fixed 47,CC,16 Norweb,33.825,6.207,52.225,25.919,52.205,35.862,9.751
UW Fixed 47,CC,17 Scottish Hydro,33.827,6.187,61.789,24.599,61.753,31.929,12.304
UW Fixed 47,CC,18 Scottish Power,33.827,6.163,57.271,25.055,57.238,34.698,10.032
UW Fixed 47,CC,19 Seeboard,33.827,6.221,49.345,26.360,49.329,39.019,6.478
UW Fixed 47,CC,20 Southern,33.819,6.321,46.446,27.179,46.436,40.064,7.154
UW Fixed 47,CC,21 Swalec,33.816,6.417,52.619,26.822,52.600,39.290,7.315
UW Fixed 47,CC,22 Sweb,33.814,6.531,55.526,26.970,55.501,39.139,7.667
UW Fixed 47,CC,23 Yorkshire,33.825,6.262,59.605,25.223,59.567,38.124,5.807
UW Fixed Saver 46,DD,10 Eastern,24.400,5.679,39.803,23.993,40.120,35.674,5.420
UW Fixed Saver 46,DD,11 East Midlands,24.444,5.581,40.507,23.458,40.231,35.033,5.287
UW Fixed Saver 46,DD,12 London,24.863,5.605,37.471,24.038,37.312,34.912,6.687
UW Fixed Saver 46,DD,13 Manweb,24.797,5.959,59.701,22.633,59.372,30.784,8.792
UW Fixed Saver 46,DD,14 Midlands,24.600,5.718,44.079,23.620,44.008,35.489,5.342
UW Fixed Saver 46,DD,15 Northern,24.652,5.782,50.458,23.059,50.084,32.451,7.754
UW Fixed Saver 46,DD,16 Norweb,24.666,5.668,42.340,23.637,42.038,32.564,8.849
UW Fixed Saver 46,DD,17 Scottish Hydro,24.671,5.801,51.447,23.013,52.213,29.647,11.553
UW Fixed Saver 46,DD,18 Scottish Power,24.696,5.677,47.285,23.015,48.037,31.730,9.187
UW Fixed Saver 46,DD,19 Seeboard,24.364,5.732,39.214,24.308,39.517,35.918,5.814
UW Fixed Saver 46,DD,20 Southern,24.293,5.792,36.452,24.944,36.624,36.704,6.423
UW Fixed Saver 46,DD,21 Swalec,24.726,5.916,42.795,24.712,42.270,36.123,6.602
UW Fixed Saver 46,DD,22 Sweb,24.378,5.980,45.156,24.632,45.607,35.664,6.880
UW Fixed Saver 46,DD,23 Yorkshire,24.638,5.767,49.318,23.143,49.072,34.945,5.157
UW Fixed Saver 46,CC,10 Eastern,29.913,6.029,46.023,25.347,46.004,37.611,5.805
UW Fixed Saver 46,CC,11 East Midlands,29.916,5.931,46.593,24.812,46.568,36.970,5.672
UW Fixed Saver 46,CC,12 London,29.905,5.955,42.891,25.392,42.875,36.849,7.072
UW Fixed Saver 46,CC,13 Manweb,29.911,6.309,66.363,23.987,66.316,32.721,9.177
UW Fixed Saver 46,CC,14 Midlands,29.913,6.068,50.201,24.974,50.171,37.426,5.727
UW Fixed Saver 46,CC,15 Northern,29.913,6.132,56.916,24.413,56.875,34.388,8.139
UW Fixed Saver 46,CC,16 Norweb,29.911,6.018,48.311,24.991,48.291,34.501,9.234
UW Fixed Saver 46,CC,17 Scottish Hydro,29.913,6.151,57.875,24.367,57.839,31.584,11.938
UW Fixed Saver 46,CC,18 Scottish Power,29.913,6.027,53.357,24.369,53.324,33.667,9.572
UW Fixed Saver 46,CC,19 Seeboard,29.913,6.082,45.431,25.662,45.415,37.855,6.199
UW Fixed Saver 46,CC,20 Southern,29.905,6.142,42.532,26.298,42.522,38.641,6.808
UW Fixed Saver 46,CC,21 Swalec,29.902,6.266,48.705,26.066,48.686,38.060,6.987
UW Fixed Saver 46,CC,22 Sweb,29.900,6.330,51.612,25.986,51.587,37.601,7.265
UW Fixed Saver 46,CC,23 Yorkshire,29.911,6.117,55.691,24.497,55.653,36.882,5.542
UW Fixed Saver 47,DD,10 Eastern,24.400,5.596,39.803,23.642,40.120,35.254,5.420
UW Fixed Saver 47,DD,11 East Midlands,24.444,5.498,40.507,23.107,40.231,34.613,5.287
UW Fixed Saver 47,DD,12 London,24.863,5.522,37.471,23.687,37.312,34.492,6.687
UW Fixed Saver 47,DD,13 Manweb,24.797,5.876,59.701,22.282,59.372,30.364,8.792
UW Fixed Saver 47,DD,14 Midlands,24.600,5.635,44.079,23.269,44.008,35.069,5.342
UW Fixed Saver 47,DD,15 Northern,24.652,5.699,50.458,22.708,50.084,32.031,7.754
